"Numer dokumentu";"Data złożenia";"Data zamknięcia";"Student";"Tryb studiów";"Typ studiów";"Język wykładowy";"Kierunek";"Status";"Rodzaj wniosku";"Osoba przyjmująca";"Osoba przypisana";"Słowo regulamin w uzasadnieniu";"Słowo formaln w uzasadnieniu";"Słowo postęp w uzasadnieniu";"Złożone odwołanie";"Liczba załączników";"Liczba zmian statusu";"Semestr rejestracji";"Semestr aktualny";"Semestr studiow";"Brakujace ECTS";"ECTS uznane w bieżącym semstrze";"Suma zdobytych ECTS";"Niezaliczone z sem 1";"Niezaliczone z sem 2";"Niezaliczone z sem 3";"Niezaliczone z sem 4";"Niezaliczone z sem 5";"Niezaliczone z sem 6";"Liczba brakujacych przedmiotow";"Brakujace przedmioty";"Opłata za niezaliczone przedmioty";"Liczba prac dyplomowych";"Informacje o pracach dyplomowych";"Stopień zaawansowania pracy";"Słowo rodzin lub famil w uzasadnieniu";"Słowo zdrow lub health w uzasadnieniu";"Słowo bardzo proszę w uzasadnieniu";"Słowo losow w uzasadnieniu";"Słowo prac lub work w uzasadnieniu";"Słowo obiecuję lub promise w uzasadnieniu";"Słowo zobowiązuję w uzasadnieniu"
1921;"27.02.2018 15:33";"27.02.2018 18:55";"eCTohXQ5TB6hHfsPVclg";"D";"I";"PL";"Model 2,I,D,PL,7 - Elektrotechnika";"Zamknięty - decyzja pozytywna";"Wniosek ogólny";"FUYMkMMRDa35xtOw0V36w";"WXJX9CCNKupY4S1OKIcNWg";"NO";"NO";"NO";"NO";0;4;"null";"2018L";4;30;0;90;0;0;0;13;0;0;0;;0;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
3259;"28.03.2018 10:48";"28.03.2018 13:54";"IcTOwAtSKavPkWzEQvt2lA";"D";"I";"PL";"Model 2,I,D,PL,7 - Automatyka i robotyka";"Zamknięty - inne";"Wniosek ogólny";"ZRZOnmXcfa9Tlr9XY1AxQ";"ZRZOnmXcfa9Tlr9XY1AxQ";"NO";"NO";"NO";"NO";1;4;"null";"2018L";4;30;0;90;0;0;0;12;0;0;0;;0;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
2670;"15.03.2018 08:30";"15.03.2018 09:48";"FU385EU41sBAVYBNe7bPDQ";"Z";"M";"PL";"Model 2,M,Z,PL,4 - Automatyka Przemysłowa";"Zamknięty - inne";"Potwierdzenie opłaty";"5SakVepaFoKcxFpixBuJFA";"5SakVepaFoKcxFpixBuJFA";"NO";"NO";"NO";"NO";1;4;"null";"2018L";2;25;0;19;2;6;0;0;0;0;1;"1ZE2111";80;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
2825;"16.03.2018 10:46";"16.03.2018 11:39";"4q8cNOUkN2V9i7UXLFN0Q";"Z";"I";"PL";"Model 2,I,Z,PL,8 - Elektrotechnika";"Zamknięty - inne";"Potwierdzenie opłaty";"qDuYYvY4wP3o1XIJVQ2G6A";"qDuYYvY4wP3o1XIJVQ2G6A";"NO";"NO";"NO";"NO";1;4;"null";"2018L";6;37;0;115;0;1;1;4;3;5;4;"1ZE1612,1ZE1418,1ZE1510,1ZE1507";320;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
3050;"20.03.2018 15:10";"20.03.2018 15:50";"ffwh8iDQZSTFbFjqd495bw";"Z";"I";"PL";"Model 2,I,Z,PL,8 - Technika Wysokich Napięć i Kompatybilność Elektromagnetyczna";"Zamknięty - inne";"Potwierdzenie opłaty";"qDuYYvY4wP3o1XIJVQ2G6A";"qDuYYvY4wP3o1XIJVQ2G6A";"NO";"NO";"NO";"NO";1;6;"null";"2018L";8;36;0;178;0;0;1;1;0;2;2;"SJONSTJEZ1,SJOB21";270;1;"[dr inż. Andrzej Łasica,ZWNiKE,Technika Wysokich Napięć i Kompatybilność Elektromagnetyczna]";;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
1922;"27.02.2018 16:28";"28.02.2018 08:11";"4lIzkM7vlbqYY7RdGfUH6w";"D";"I";"PL";"Model 2,I,D,PL,7 - Elektromechatronika Pojazdów i Maszyny Elektryczne";"Zamknięty - inne";"Potwierdzenie opłaty";"WXJX9CCNKupY4S1OKIcNWg";"WXJX9CCNKupY4S1OKIcNWg";"NO";"NO";"NO";"NO";1;4;"null";"2018L";7;15;0;195;0;0;1;0;0;0;2;"1DE1204,1DE1730";230;1;"[mgr inż. Maciej Wieczorek,ZTE,Elektromechatronika Pojazdów i Maszyny Elektryczne]";;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
2669;"15.03.2018 08:27";"15.03.2018 08:35";"yCukD0mCqBRjrWj3csLIvw";"D";"I";"EN";"Model 2,I,D,EN,8 - Electrical Engineering";"Zamknięty - inne";"Potwierdzenie opłaty";"s67ATdcxFRCArkQmkAHEzw";"s67ATdcxFRCArkQmkAHEzw";"NO";"NO";"NO";"NO";1;4;"null";"2018L";2;0;0;138;0;6;0;0;0;0;0;;0;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
2826;"16.03.2018 10:52";"19.03.2018 13:22";"eTfF644iOfoYSJr9p2ZiRQ";"Z";"I";"PL";"Model 2,I,Z,PL,8 - Elektrotechnika";"Zamknięty - inne";"Potwierdzenie opłaty";"qDuYYvY4wP3o1XIJVQ2G6A";"qDuYYvY4wP3o1XIJVQ2G6A";"NO";"NO";"NO";"NO";1;4;"null";"2018L";2;0;31;55;0;4;0;0;0;0;0;;0;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
3264;"29.03.2018 08:08";"29.03.2018 09:46";"ofDEm1KiT7EULflcpG24w";"Z";"M";"PL";"Model 2,M,Z,PL,4 - Sieci i Systemy Elektroenergetyczne";"Zamknięty - inne";"Potwierdzenie opłaty";"5SakVepaFoKcxFpixBuJFA";"5SakVepaFoKcxFpixBuJFA";"NO";"NO";"NO";"NO";1;4;"null";"2018L";4;28;0;62;1;1;0;2;0;0;1;"1ZE2111";0;2;"[mgr inż. Piotr Kapler,ZSIS,Sieci i Systemy Elektroenergetyczne],[prof. nzw. dr hab. inż. Jerzy Marzecki,ZSIS,Sieci i Systemy Elektroenergetyczne]";;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
3051;"20.03.2018 15:13";"21.03.2018 11:57";"XGIuF2SysA5jrKvF9nZ4kw";"D";"M";"EN";"Model 2,M,D,EN,3 - Electrical Engineering";"Zamknięty - decyzja pozytywna";"Wniosek ogólny";"s67ATdcxFRCArkQmkAHEzw";"s67ATdcxFRCArkQmkAHEzw";"NO";"NO";"NO";"NO";0;6;"null";"2018L";2;41;0;19;2;6;0;0;0;0;2;"1DA2104,1DA2107";355;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
1924;"27.02.2018 20:07";"27.02.2018 20:22";"Izftnr64bYpt5nlGmFCDQ";"D";"M";"PL";"Model 2,M,D,PL,3 - Inżynieria  Oprogramowania";"Zamknięty - decyzja pozytywna";"Wniosek ogólny";"FUYMkMMRDa35xtOw0V36w";"UxFYRj8nA8e4KeQCrN2hA";"NO";"NO";"NO";"NO";0;4;"null";"2018L";1;30;0;0;9;0;0;0;0;0;0;;0;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
3065;"20.03.2018 22:01";"21.03.2018 08:28";"3hb65JHXiVQvi4vr7g4raQ";"D";"I";"EN";"Model 2,I,D,EN,8 - Electrical Engineering";"Zamknięty - inne";"Potwierdzenie opłaty";"s67ATdcxFRCArkQmkAHEzw";"s67ATdcxFRCArkQmkAHEzw";"NO";"NO";"NO";"NO";1;4;"null";"2018L";4;66;0;54;1;4;4;12;0;0;6;"1DA1101,1DA1211,1DA1312,1DA1307,1DA1305,1DA1309";1765;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
2590;"15.03.2018 00:37";"15.03.2018 14:14";"suNWF233qKojEBXqVSYaZA";"D";"I";"EN";"Model 2,I,D,EN,8 - Electrical Engineering";"Zamknięty - decyzja pozytywna";"Wniosek ogólny";"s67ATdcxFRCArkQmkAHEzw";"s67ATdcxFRCArkQmkAHEzw";"NO";"NO";"NO";"NO";1;8;"null";"2018L";6;0;0;201;0;0;0;3;0;3;0;;0;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
1917;"27.02.2018 12:35";"27.02.2018 20:26";"GGQgwSJAHLhiRiDOkThlxg";"D";"M";"PL";"Model 2,M,D,PL,3 - Informatyka  w Inżynierii Biomedycznej";"Zamknięty - decyzja negatywna";"Wniosek o przedłużenie terminu złożenia pracy dyplomowej";"FUYMkMMRDa35xtOw0V36w";"UxFYRj8nA8e4KeQCrN2hA";"NO";"NO";"NO";"NO";0;4;"null";"2018L";3;19;0;71;0;0;1;0;0;0;0;;0;2;"[prof. nzw. dr hab. inż. Krzysztof Siwek,ZETiIS,Informatyka w Inżynierii Biomedycznej],[prof. nzw. dr hab. inż. Tomasz Markiewicz,ZETiIS,Informatyka w Inżynierii Biomedycznej]";"10%";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
3263;"28.03.2018 14:09";"28.03.2018 14:26";"bkQPoA0AztR3GdU9KIKTA";"Z";"M";"PL";"Model 2,M,Z,PL,4 - Automatyka Przemysłowa";"Zamknięty - inne";"Potwierdzenie opłaty";"5SakVepaFoKcxFpixBuJFA";"5SakVepaFoKcxFpixBuJFA";"NO";"NO";"NO";"NO";1;4;"null";"2018L";4;28;0;62;0;1;0;2;0;0;0;;0;3;"[doc. dr inż. Jerzy Przybylski,ZNE,Automatyka Przemysłowa],[doc. dr inż. Krzysztof Duszczyk,ZNE,Automatyka Przemysłowa],[prof. nzw. dr hab. inż. Dominik Sierociuk,ZS,Automatyka Przemysłowa]";;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
2606;"14.03.2018 18:12";"15.03.2018 08:38";"tGm1778j1UeHQ0bFQPSDBw";"D";"I";"PL";"Model 2,I,D,PL,7 - Inżynieria  Oprogramowania";"Zamknięty - inne";"Potwierdzenie opłaty";"ZRZOnmXcfa9Tlr9XY1AxQ";"ZRZOnmXcfa9Tlr9XY1AxQ";"NO";"NO";"NO";"NO";1;4;"null";"2018L";6;38;0;142;0;0;1;1;2;11;1;"1DI1304";80;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
3266;"28.03.2018 19:34";"29.03.2018 08:11";"bkNKWCUFCk7Bd2siKlVM9g";"Z";"I";"PL";"Model 2,I,Z,PL,8 - Elektrotechnika";"Zamknięty - inne";"Potwierdzenie opłaty";"qDuYYvY4wP3o1XIJVQ2G6A";"qDuYYvY4wP3o1XIJVQ2G6A";"NO";"NO";"NO";"NO";1;4;"null";"2018L";2;26;0;24;0;8;0;0;0;0;0;;0;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
2609;"14.03.2018 18:45";"15.03.2018 08:39";"atfRNu5ab8XAibJpsgqg";"D";"I";"PL";"Model 2,I,D,PL,7 - Inżynieria  Oprogramowania";"Zamknięty - inne";"Potwierdzenie opłaty";"ZRZOnmXcfa9Tlr9XY1AxQ";"ZRZOnmXcfa9Tlr9XY1AxQ";"NO";"NO";"NO";"NO";2;4;"null";"2018L";7;21;0;189;0;0;0;2;0;2;2;"1DI1406,1DI1408";680;1;"[dr inż. Maciej Stodolski,ZETiIS,Inżynieria Oprogramowania]";;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
2633;"14.03.2018 22:21";"15.03.2018 08:32";"COD1aUzXWy7moXa5V7oQag";"D";"I";"EN";"Model 2,I,D,EN,8 - Electrical Engineering";"Zamknięty - inne";"Potwierdzenie opłaty";"s67ATdcxFRCArkQmkAHEzw";"s67ATdcxFRCArkQmkAHEzw";"NO";"NO";"NO";"NO";1;4;"null";"2018L";2;39;0;21;2;9;0;0;0;0;1;"1DA1102";470;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
3330;"7.04.2018 18:39";"9.04.2018 08:27";"b4SQwCPDcNIVaFucjqsiA";"D";"I";"PL";"Model 2,I,D,PL,7 - Inżynieria  Oprogramowania";"Zamknięty - inne";"Potwierdzenie opłaty";"ZRZOnmXcfa9Tlr9XY1AxQ";"ZRZOnmXcfa9Tlr9XY1AxQ";"NO";"NO";"NO";"NO";1;4;"null";"2018L";7;17;0;193;0;0;1;3;1;1;1;"1DW1301";300;1;"[dr inż. Włodzimierz Dąbrowski,ZS,Inżynieria Oprogramowania]";;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
2671;"15.03.2018 08:32";"15.03.2018 08:41";"c3LAPgzEajHIQLyeZ7vkqQ";"D";"M";"PL";"Model 2,M,D,PL,3 - Wytwarzanie i użytkowanie energii elektrycznej";"Zamknięty - inne";"Potwierdzenie opłaty";"UxFYRj8nA8e4KeQCrN2hA";"UxFYRj8nA8e4KeQCrN2hA";"NO";"NO";"NO";"NO";1;4;"null";"2018L";3;36;0;54;1;1;7;0;0;0;1;"1DE2213";230;1;"[prof. dr hab. inż. Józef Paska,ZEIG,Wytwarzanie i użytkowanie energii elektrycznej]";;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
2673;"15.03.2018 19:11";"16.03.2018 11:31";"0W9ExEW9xG79UYAEmGyZ3w";"Z";"I";"PL";"Model 2,I,Z,PL,8 - Elektrotechnika";"Zamknięty - inne";"Potwierdzenie opłaty";"qDuYYvY4wP3o1XIJVQ2G6A";"qDuYYvY4wP3o1XIJVQ2G6A";"NO";"NO";"NO";"NO";1;4;"null";"2018L";4;15;0;86;0;0;4;7;0;0;9;"1ZE1306,1ZE1307,1ZE1325,1ZE1504,1ZE1517,1ZE1512,1ZE1510,1ZE1503,1ZE1506";1530;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
1935;"28.02.2018 12:31";"28.02.2018 13:35";"NUZ3wM5W9sy7LfSDratYw";"Z";"I";"PL";"Model 2,I,Z,PL,8 - Technika Wysokich Napięć i Kompatybilność Elektromagnetyczna";"Zamknięty - decyzja pozytywna";"Wniosek ogólny";"FUYMkMMRDa35xtOw0V36w";"qDuYYvY4wP3o1XIJVQ2G6A";"NO";"NO";"NO";"NO";0;4;"null";"2018L";8;45;0;169;0;0;2;4;3;2;9;"1ZE1303,SJONSTJEZ1,1ZE1703,1ZE1418,SJONSTJEZ2,SJONSTJEZ3,1ZE1510,1ZE1506,SJONSTJEZ4";1400;1;"[dr inż. Michał Wojciechowski,ZWNiKE,Technika Wysokich Napięć i Kompatybilność Elektromagnetyczna]";;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
3326;"6.04.2018 15:56";"9.04.2018 09:02";"RPDpn0P2oVtSHnzFVXGOw";"Z";"I";"PL";"Model 2,I,Z,PL,8 - Technika Wysokich Napięć i Kompatybilność Elektromagnetyczna";"Zamknięty - inne";"Potwierdzenie opłaty";"qDuYYvY4wP3o1XIJVQ2G6A";"qDuYYvY4wP3o1XIJVQ2G6A";"NO";"NO";"NO";"NO";1;4;"null";"2018L";8;28;0;186;1;0;0;0;1;3;2;"1ZE1111,1ZE1512";160;1;"[dr inż. Tomasz Kisielewicz,ZWNiKE,Technika Wysokich Napięć i Kompatybilność Elektromagnetyczna]";;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
2831;"16.03.2018 11:18";"16.03.2018 11:48";"tAy7CdGJqD7UraAnrFSHFw";"Z";"I";"PL";"Model 2,I,Z,PL,8 - Elektrotechnika";"Zamknięty - inne";"Potwierdzenie opłaty";"qDuYYvY4wP3o1XIJVQ2G6A";"qDuYYvY4wP3o1XIJVQ2G6A";"NO";"NO";"NO";"NO";1;4;"null";"2018L";2;0;0;143;0;2;0;0;0;0;5;"1ZE1307,1ZE1318,1ZE1512,1ZE1506,1ZE1507";620;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
1934;"28.02.2018 09:25";"28.02.2018 09:34";"b5ov8xtyMPG6E6bKi0bDw";"D";"I";"PL";"Model 2,I,D,PL,7 - Automatyka.";"Zamknięty - inne";"Potwierdzenie opłaty";"ZRZOnmXcfa9Tlr9XY1AxQ";"ZRZOnmXcfa9Tlr9XY1AxQ";"NO";"NO";"NO";"NO";1;4;"null";"2018L";7;18;0;192;0;0;1;0;1;0;3;"1DR1310,1DR1507,1DR1705";460;1;"[dr inż. Krzysztof Bieńkowski,ZME,Automatyka]";;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
2614;"15.03.2018 21:51";"16.03.2018 08:21";"G7AO6uV82CHtiVgChTjgg";"D";"I";"PL";"Model 2,I,D,PL,7 - Inżynieria  Oprogramowania";"Zamknięty - inne";"Potwierdzenie opłaty";"ZRZOnmXcfa9Tlr9XY1AxQ";"ZRZOnmXcfa9Tlr9XY1AxQ";"NO";"NO";"NO";"NO";1;6;"null";"2018L";6;0;0;187;0;0;0;0;2;3;2;"1DI1502,1DI1538";453;1;"[dr hab. inż. Paweł Piotrowski,ZSIS,Inżynieria Oprogramowania]";;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
2650;"15.03.2018 00:02";"15.03.2018 08:43";"RqPKnUiXVSkQqKbbLhnIAA";"D";"I";"PL";"Model 2,I,D,PL,7 - Automatyka.";"Zamknięty - inne";"Potwierdzenie opłaty";"ZRZOnmXcfa9Tlr9XY1AxQ";"ZRZOnmXcfa9Tlr9XY1AxQ";"NO";"NO";"NO";"NO";1;4;"null";"2018L";6;34;0;146;0;0;0;1;1;14;1;"1DR1514";80;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
3053;"20.03.2018 15:42";"21.03.2018 08:30";"Wpuc1M11mVCQk7GEWC0vg";"D";"I";"PL";"Model 2,I,D,PL,7 - Elektrotechnika";"Zamknięty - inne";"Potwierdzenie opłaty";"WXJX9CCNKupY4S1OKIcNWg";"WXJX9CCNKupY4S1OKIcNWg";"NO";"NO";"NO";"NO";1;4;"null";"2018L";4;64;0;56;0;3;8;14;0;0;9;"1DE1201,1DE1204,1DE1313,1DE1302,1DE1301,1DE1310,1DE1305,1DW1301,1DW1780";2060;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
3345;"10.04.2018 15:14";"10.04.2018 15:52";"kp5niEZcc2fczhlV8BfFrA";"Z";"I";"PL";"Model 2,I,Z,PL,8 - Elektrotechnika";"Zamknięty - inne";"Potwierdzenie opłaty";"qDuYYvY4wP3o1XIJVQ2G6A";"qDuYYvY4wP3o1XIJVQ2G6A";"NO";"NO";"NO";"NO";1;4;"null";"2018L";4;26;0;75;0;1;0;10;0;0;0;;0;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
2632;"14.03.2018 22:15";"15.03.2018 09:42";"GhkiV0YNAKrWrBYscsd5uA";"D";"I";"PL";"Model 2,I,D,PL,7 - Systemy wbudowane";"Zamknięty - inne";"Potwierdzenie opłaty";"WXJX9CCNKupY4S1OKIcNWg";"WXJX9CCNKupY4S1OKIcNWg";"NO";"NO";"NO";"NO";1;4;"null";"2018L";7;35;0;175;0;0;0;3;2;0;7;"1DE1416,DSJO1502,1DE1506,1DW1701,1DE1794,1DE1784,1DE1783";2110;1;"[prof. dr hab. inż. Remigiusz Rak,ZSIP,Systemy wbudowane]";;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
2675;"15.03.2018 09:02";"15.03.2018 12:40";"N1w6kzTzuA2wockVCk2rQg";"D";"M";"PL";"Model 2,M,D,PL,3 - Automatyka.";"Zamknięty - inne";"Potwierdzenie opłaty";"UxFYRj8nA8e4KeQCrN2hA";"UxFYRj8nA8e4KeQCrN2hA";"NO";"NO";"NO";"NO";1;4;"null";"2018L";3;35;0;55;0;1;7;0;0;0;1;"1DR2241";230;1;"[dr inż. Remigiusz Olesiński,ZNE,Automatyka]";;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
3069;"21.03.2018 02:29";"21.03.2018 08:14";"JiqdsBC1bSxcB3YvjE1wQ";"Z";"I";"PL";"Model 2,I,Z,PL,8 - Elektrotechnika";"Zamknięty - inne";"Potwierdzenie opłaty";"qDuYYvY4wP3o1XIJVQ2G6A";"qDuYYvY4wP3o1XIJVQ2G6A";"NO";"NO";"NO";"NO";1;4;"null";"2018L";2;31;0;19;1;7;0;0;0;0;1;"1ZE1111";80;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
1927;"27.02.2018 21:32";"27.02.2018 23:12";"2o9GVvzJbd7DthdBve8Dgg";"Z";"M";"PL";"Model 2,M,Z,PL,4 - Technika Wysokich Napięć i Kompatybilność Elektromagnetyczna";"Zamknięty - decyzja pozytywna";"Wniosek ogólny";"FUYMkMMRDa35xtOw0V36w";"5SakVepaFoKcxFpixBuJFA";"NO";"NO";"NO";"NO";0;4;"null";"2018L";4;28;0;62;1;0;0;2;0;0;1;"1ZE2102";260;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
3052;"20.03.2018 15:24";"20.03.2018 15:50";"ykPxuBWYFkh48xn3GvY9Q";"D";"I";"EN";"Model 2,I,D,EN,8 - Electrical Engineering";"Zamknięty - inne";"Potwierdzenie opłaty";"s67ATdcxFRCArkQmkAHEzw";"s67ATdcxFRCArkQmkAHEzw";"NO";"NO";"NO";"NO";1;4;"null";"2018L";4;33;0;87;0;1;0;12;0;0;0;;0;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
3061;"20.03.2018 20:36";"21.03.2018 08:11";"QXNsSbnwAh2LUT2DYQg3pA";"Z";"I";"PL";"Model 2,I,Z,PL,8 - Elektroenergetyka";"Zamknięty - inne";"Potwierdzenie opłaty";"qDuYYvY4wP3o1XIJVQ2G6A";"qDuYYvY4wP3o1XIJVQ2G6A";"NO";"NO";"NO";"NO";1;4;"null";"2018L";6;24;0;128;0;0;0;0;3;11;3;"1ZE1510,1ZE1506,1ZE1507";240;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
2686;"15.03.2018 10:05";"15.03.2018 10:21";"exBQ5QHOyV2hyVTUE4SuA";"Z";"M";"PL";"Model 2,M,Z,PL,4 - Wytwarzanie i Użytkowanie Energii Elektrycznej";"Zamknięty - inne";"Potwierdzenie opłaty";"5SakVepaFoKcxFpixBuJFA";"5SakVepaFoKcxFpixBuJFA";"NO";"NO";"NO";"NO";1;4;"null";"2018L";2;22;0;22;1;10;0;0;0;0;0;;0;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
2833;"16.03.2018 11:19";"16.03.2018 11:28";"Tik6vvtLswnPkkwU1o8fg";"Z";"M";"PL";"Model 2,M,Z,PL,4 - Elektromechatronika Pojazdów i Maszyny Elektryczne";"Zamknięty - inne";"Potwierdzenie opłaty";"5SakVepaFoKcxFpixBuJFA";"5SakVepaFoKcxFpixBuJFA";"NO";"NO";"NO";"NO";1;4;"null";"2018L";2;29;0;15;4;12;0;0;0;0;2;"1ZE2111,1ZE2114";160;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
3054;"20.03.2018 15:55";"21.03.2018 08:30";"fk6bLE7QkprPdk3d5aIimg";"D";"I";"PL";"Model 2,I,D,PL,7 - Wytwarzanie i użytkowanie energii elektrycznej";"Zamknięty - inne";"Potwierdzenie opłaty";"WXJX9CCNKupY4S1OKIcNWg";"WXJX9CCNKupY4S1OKIcNWg";"NO";"NO";"NO";"NO";1;4;"null";"2018L";7;14;0;196;0;0;0;0;0;1;1;"SJOB21";0;1;"[mgr inż. Rafał Bielas,ZEIG,Wytwarzanie i użytkowanie energii elektrycznej]";;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
2676;"15.03.2018 09:03";"15.03.2018 11:14";"xAfFCW8VBlc2RtSovip1g";"Z";"I";"PL";"Model 2,I,Z,PL,8 - Elektroenergetyka";"Zamknięty - inne";"Potwierdzenie opłaty";"qDuYYvY4wP3o1XIJVQ2G6A";"qDuYYvY4wP3o1XIJVQ2G6A";"NO";"NO";"NO";"NO";1;4;"null";"2018L";8;31;0;183;0;0;0;0;0;0;0;;0;1;"[mgr inż. Piotr Kapler,ZSIS,Elektroenergetyka]";;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
3265;"28.03.2018 16:39";"29.03.2018 08:04";"xtVEFZrfLlKaavNWX2dqg";"D";"I";"EN";"Model 2,I,D,EN,8 - Electrical Engineering";"Zamknięty - decyzja pozytywna";"Wniosek ogólny";"FUYMkMMRDa35xtOw0V36w";"WXJX9CCNKupY4S1OKIcNWg";"NO";"NO";"NO";"NO";0;6;"null";"2018L";8;11;0;233;0;0;0;0;0;0;0;;0;1;"[prof. dr hab. inż. Włodzimierz Koczara,ZNE,Electrical Engineering]";;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
1929;"27.02.2018 21:53";"27.02.2018 23:16";"UYdqmndwyGBvrfPHc0PWBg";"Z";"M";"PL";"Model 2,M,Z,PL,4 - Sieci i Systemy Elektroenergetyczne";"Zamknięty - decyzja pozytywna";"Wniosek ogólny";"FUYMkMMRDa35xtOw0V36w";"5SakVepaFoKcxFpixBuJFA";"NO";"NO";"NO";"NO";0;4;"null";"2018L";4;30;0;60;1;1;0;2;0;0;1;"1ZE2102";260;1;"[prof. nzw. dr hab. inż. Jerzy Marzecki,ZSIS,Sieci i Systemy Elektroenergetyczne]";;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
1930;"27.02.2018 23:49";"28.02.2018 08:19";"b2WaPGulzdvRsQeyHIzIg";"D";"M";"EN";"Model 2,M,D,EN,3 - Electrical Engineering";"Zamknięty - decyzja pozytywna";"Wniosek ogólny";"FUYMkMMRDa35xtOw0V36w";"s67ATdcxFRCArkQmkAHEzw";"NO";"NO";"NO";"NO";0;5;"null";"2018L";2;35;0;25;1;7;0;0;0;0;0;;0;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
2787;"16.03.2018 00:11";"16.03.2018 11:26";"5gSgdqrHICnBmwTEa3XNHg";"Z";"I";"PL";"Model 2,I,Z,PL,8 - Elektrotechnika";"Zamknięty - inne";"Potwierdzenie opłaty";"qDuYYvY4wP3o1XIJVQ2G6A";"qDuYYvY4wP3o1XIJVQ2G6A";"NO";"NO";"NO";"NO";1;4;"null";"2018L";4;0;162;162;0;0;4;6;0;0;0;;0;1;"[prof. dr hab. inż. Marian Kaźmierkowski,ZEP,Elektrotechnika]";;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
3055;"20.03.2018 17:54";"21.03.2018 08:31";"UIS8OZquyTme1O9OsewDLQ";"D";"I";"PL";"Model 2,I,D,PL,7 - Wytwarzanie i użytkowanie energii elektrycznej";"Zamknięty - inne";"Potwierdzenie opłaty";"WXJX9CCNKupY4S1OKIcNWg";"WXJX9CCNKupY4S1OKIcNWg";"NO";"NO";"NO";"NO";1;4;"null";"2018L";7;16;0;194;0;0;0;0;0;2;0;;0;1;"[mgr inż. Magdalena Błędzińska,ZEIG,Wytwarzanie i użytkowanie energii elektrycznej]";;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
